,id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
10,427036400,427036400,LarsLuv,"San Francisco, CA",@Glidesf (7 years). Investor. Accepted $3.4B offer for labor of luv; SuccessFactors. GP Luv Ventures. Board partner a16z,,14808,1241,573,Sat Dec 03 01:14:09 +0000 2011,299,False,1166,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 1, 'quoted_status_id': 974008865770655745, 'id_str': '974473739671711746', 'in_reply_to_screen_name': None, 'favorite_count': 9, 'contributors': None, 'favorited': False, 'quoted_status_id_str': '974008865770655745', 'created_at': 'Fri Mar 16 02:33:39 +0000 2018', 'is_quote_status': True, 'text': 'Hallelujah @danprimack https://t.co/Rf71MX6bhk', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/danprimack/status/974008865770655745', 'display_url': 'twitter.com/danprimack/sta…', 'url': 'https://t.co/Rf71MX6bhk', 'indices': [23, 46]}], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 16246929, 'name': 'Dan Primack', 'indices': [11, 22], 'id_str': '16246929', 'screen_name': 'danprimack'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'id': 974473739671711746, 'lang': 'in'}",False,False,False,Lars Dalgaard,0
11,427900496,427900496,SueDHellmann,"Seattle, WA","CEO of @GatesFoundation, MD, MPH",http://t.co/1QziwyWd1v,46116,587,750,Sun Dec 04 03:23:47 +0000 2011,4788,True,3326,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 6, 'id_str': '981825346264694784', 'in_reply_to_screen_name': None, 'possibly_sensitive': False, 'favorite_count': 27, 'contributors': None, 'favorited': False, 'created_at': 'Thu Apr 05 09:26:18 +0000 2018', 'is_quote_status': False, 'text': 'Special thanks to the Student Volunteers at Maitreyi college (New Delhi) for your hospitality. https://t.co/9mYyA0Z0AZ', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [], 'media': [{'expanded_url': 'https://twitter.com/SueDHellmann/status/981825346264694784/photo/1', 'type': 'photo', 'media_url_https': 'https://pbs.twimg.com/media/DaAk8vCUwAU8og2.jpg', 'id_str': '981825344603734021', 'id': 981825344603734021, 'display_url': 'pic.twitter.com/9mYyA0Z0AZ', 'url': 'https://t.co/9mYyA0Z0AZ', 'media_url': 'http://pbs.twimg.com/media/DaAk8vCUwAU8og2.jpg', 'indices': [95, 118], 'sizes': {'thumb': {'resize': 'crop', 'h': 150, 'w': 150}, 'large': {'resize': 'fit', 'h': 1536, 'w': 2048}, 'small': {'resize': 'fit', 'h': 510, 'w': 680}, 'medium': {'resize': 'fit', 'h': 900, 'w': 1200}}}]}, 'extended_entities': {'media': [{'expanded_url': 'https://twitter.com/SueDHellmann/status/981825346264694784/photo/1', 'type': 'photo', 'media_url_https': 'https://pbs.twimg.com/media/DaAk8vCUwAU8og2.jpg', 'id_str': '981825344603734021', 'id': 981825344603734021, 'display_url': 'pic.twitter.com/9mYyA0Z0AZ', 'url': 'https://t.co/9mYyA0Z0AZ', 'media_url': 'http://pbs.twimg.com/media/DaAk8vCUwAU8og2.jpg', 'indices': [95, 118], 'sizes': {'thumb': {'resize': 'crop', 'h': 150, 'w': 150}, 'large': {'resize': 'fit', 'h': 1536, 'w': 2048}, 'small': {'resize': 'fit', 'h': 510, 'w': 680}, 'medium': {'resize': 'fit', 'h': 900, 'w': 1200}}}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'id': 981825346264694784, 'lang': 'en'}",False,False,False,Sue Desmond-Hellmann,0
12,508920282,508920282,LeukertB,Germany,Member of the Executive Board at SAP for Products & Innovation. Views are my own.,https://t.co/PKOK3TZeYS,13130,302,267,Wed Feb 29 14:57:23 +0000 2012,374,True,1147,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 5, 'id_str': '982137868880523269', 'in_reply_to_screen_name': None, 'favorite_count': 14, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Fri Apr 06 06:08:09 +0000 2018', 'is_quote_status': False, 'text': 'CIOs can pave the way for innovation and business-enhancing change with #BImodalIT. @McStravickGreg’s second blog i… https://t.co/50Mw0iYlnF', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/982137868880523269', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/50Mw0iYlnF', 'indices': [117, 140]}], 'hashtags': [{'indices': [72, 82], 'text': 'BImodalIT'}], 'symbols': [], 'user_mentions': [{'id': 128027568, 'name': 'Greg McStravick', 'indices': [84, 99], 'id_str': '128027568', 'screen_name': 'McStravickGreg'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 982137868880523269, 'contributors': None}",False,False,True,Bernd Leukert,0
13,532406707,532406707,XboxP3,"Redmond, WA | Gamer Tag: P3 ","Head of Xbox  |  
Defined more by what I do than who I am.",http://t.co/uEEzkf8C6r,519691,890,2257,Wed Mar 21 17:36:10 +0000 2012,375,True,7914,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 110, 'quoted_status_id': 981937266443481088, 'id_str': '982348157504733184', 'in_reply_to_screen_name': None, 'favorite_count': 734, 'contributors': None, 'favorited': False, 'quoted_status_id_str': '981937266443481088', 'created_at': 'Fri Apr 06 20:03:46 +0000 2018', 'is_quote_status': True, 'text': 'The wait is almost over. https://t.co/qlPUOxp4Ha', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/iocat/status/981937266443481088', 'display_url': 'twitter.com/iocat/status/9…', 'url': 'https://t.co/qlPUOxp4Ha', 'indices': [25, 48]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'id': 982348157504733184, 'lang': 'en'}",False,False,False,Phil Spencer,0
14,562680597,562680597,leijun,beijing ,Founder and CEO of Xiaomi,http://t.co/w32QQ6vNld,18253,102,133,Wed Apr 25 04:50:20 +0000 2012,13,True,56,zh-cn,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 42, 'id_str': '966270800260198400', 'in_reply_to_screen_name': None, 'possibly_sensitive': False, 'favorite_count': 244, 'contributors': None, 'favorited': False, 'created_at': 'Wed Feb 21 11:18:05 +0000 2018', 'is_quote_status': False, 'text': 'Redmi Note 5 and Redmi Note 5 Pro set new benchmarks for budget smartphones. https://t.co/1v2jqfnhdN', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [], 'media': [{'expanded_url': 'https://twitter.com/leijun/status/966270800260198400/photo/1', 'type': 'photo', 'media_url_https': 'https://pbs.twimg.com/media/DWjiKk9XkAAWgen.jpg', 'id_str': '966270791418613760', 'id': 966270791418613760, 'display_url': 'pic.twitter.com/1v2jqfnhdN', 'url': 'https://t.co/1v2jqfnhdN', 'media_url': 'http://pbs.twimg.com/media/DWjiKk9XkAAWgen.jpg', 'indices': [77, 100], 'sizes': {'thumb': {'resize': 'crop', 'h': 150, 'w': 150}, 'large': {'resize': 'fit', 'h': 1000, 'w': 1000}, 'small': {'resize': 'fit', 'h': 680, 'w': 680}, 'medium': {'resize': 'fit', 'h': 1000, 'w': 1000}}}]}, 'extended_entities': {'media': [{'expanded_url': 'https://twitter.com/leijun/status/966270800260198400/photo/1', 'type': 'photo', 'media_url_https': 'https://pbs.twimg.com/media/DWjiKk9XkAAWgen.jpg', 'id_str': '966270791418613760', 'id': 966270791418613760, 'display_url': 'pic.twitter.com/1v2jqfnhdN', 'url': 'https://t.co/1v2jqfnhdN', 'media_url': 'http://pbs.twimg.com/media/DWjiKk9XkAAWgen.jpg', 'indices': [77, 100], 'sizes': {'thumb': {'resize': 'crop', 'h': 150, 'w': 150}, 'large': {'resize': 'fit', 'h': 1000, 'w': 1000}, 'small': {'resize': 'fit', 'h': 680, 'w': 680}, 'medium': {'resize': 'fit', 'h': 1000, 'w': 1000}}}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'id': 966270800260198400, 'lang': 'en'}",True,False,False,leijun,0
15,577490455,577490455,HeidiRoizen,Silicon Valley,"Operating Partner at DFJ, co-lead of Stanford's Entrepreneurial Leaders Fellowship program, board member, recovering entrepreneur, Mom, dog lover.",https://t.co/QpgMyouoPO,8849,380,444,Fri May 11 21:47:13 +0000 2012,583,False,345,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 1, 'quoted_status_id': 981173396879716353, 'id_str': '981184887104286721', 'in_reply_to_screen_name': None, 'favorite_count': 6, 'contributors': None, 'favorited': False, 'quoted_status_id_str': '981173396879716353', 'created_at': 'Tue Apr 03 15:01:21 +0000 2018', 'is_quote_status': True, 'text': 'So proud of these great women, though especiallly so of my amazing @DFJvc partner @emelton ! https://t.co/K8yAQWI6pi', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/bizcarson/status/981173396879716353', 'display_url': 'twitter.com/bizcarson/stat…', 'url': 'https://t.co/K8yAQWI6pi', 'indices': [93, 116]}], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 92580704, 'name': 'DFJ Venture Capital', 'indices': [67, 73], 'id_str': '92580704', 'screen_name': 'DFJvc'}, {'id': 6490892, 'name': 'Emily Melton', 'indices': [82, 90], 'id_str': '6490892', 'screen_name': 'emelton'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'id': 981184887104286721, 'lang': 'en'}",True,False,False,Heidi Roizen,0
16,595822244,595822244,larryellison,,,http://t.co/j6iuRaAIX0,98822,27,1190,Thu May 31 21:00:07 +0000 2012,3,True,2,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 29, 'id_str': '975481505483964416', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Sun Mar 18 21:18:09 +0000 2018', 'is_quote_status': False, 'text': 'RT @MarkVHurd: Amazing couple of weeks of @BNPParibasOpen #tennis. With @LDavenport76 &amp; @BNPPAmericas CEO Jean-Yves Fillion at the finals.…', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [{'indices': [58, 65], 'text': 'tennis'}], 'symbols': [], 'user_mentions': [{'id': 414399556, 'name': 'Mark Hurd', 'indices': [3, 13], 'id_str': '414399556', 'screen_name': 'MarkVHurd'}, {'id': 30017071, 'name': 'BNP Paribas Open', 'indices': [42, 57], 'id_str': '30017071', 'screen_name': 'BNPPARIBASOPEN'}, {'id': 111024989, 'name': 'Lindsay Davenport', 'indices': [72, 85], 'id_str': '111024989', 'screen_name': 'LDavenport76'}, {'id': 2604376841, 'name': 'BNP Paribas Americas', 'indices': [92, 105], 'id_str': '2604376841', 'screen_name': 'BNPPamericas'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 29, 'id_str': '975480365081968641', 'in_reply_to_screen_name': None, 'favorite_count': 171, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sun Mar 18 21:13:37 +0000 2018', 'is_quote_status': False, 'text': 'Amazing couple of weeks of @BNPParibasOpen #tennis. With @LDavenport76 &amp; @BNPPAmericas CEO Jean-Yves Fillion at the… https://t.co/caS6HbEnG5', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/975480365081968641', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/caS6HbEnG5', 'indices': [121, 144]}], 'hashtags': [{'indices': [43, 50], 'text': 'tennis'}], 'symbols': [], 'user_mentions': [{'id': 30017071, 'name': 'BNP Paribas Open', 'indices': [27, 42], 'id_str': '30017071', 'screen_name': 'BNPPARIBASOPEN'}, {'id': 111024989, 'name': 'Lindsay Davenport', 'indices': [57, 70], 'id_str': '111024989', 'screen_name': 'LDavenport76'}, {'id': 2604376841, 'name': 'BNP Paribas Americas', 'indices': [77, 90], 'id_str': '2604376841', 'screen_name': 'BNPPamericas'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'id': 975480365081968641, 'contributors': None}, 'geo': None, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'id': 975481505483964416, 'lang': 'en'}",True,False,False,Larry Ellison,0
17,598232506,598232506,vgcerf,,,,12627,12,382,Sun Jun 03 10:39:15 +0000 2012,0,False,266,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 18, 'id_str': '982446607214968834', 'in_reply_to_screen_name': None, 'favorite_count': 30, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sat Apr 07 02:34:58 +0000 2018', 'is_quote_status': False, 'text': 'Future of the Nation State? Thought-provoking read from the Guardian: https://t.co/YqT9QQ4wou', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://www.theguardian.com/news/2018/apr/05/demise-of-the-nation-state-rana-dasgupta', 'display_url': 'theguardian.com/news/2018/apr/…', 'url': 'https://t.co/YqT9QQ4wou', 'indices': [70, 93]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 982446607214968834, 'contributors': None}",True,False,False,vinton g cerf,0
18,600159484,600159484,Dan_Schulman,New York,President & CEO of @PayPal. You can find me on Facebook (https://t.co/eTrLx6HTht) & LinkedIn (https://t.co/TRQefn15fF),http://t.co/Sy1ugPUJQO,14311,57,182,Tue Jun 05 14:39:42 +0000 2012,16,True,31,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 17, 'id_str': '671761064254504960', 'in_reply_to_screen_name': None, 'favorite_count': 52, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Tue Dec 01 18:41:33 +0000 2015', 'is_quote_status': False, 'text': 'Thanks @USTreasury for hosting #FIF2015. Great to see businesses &amp; gov’t working  together to make financial services affordable, accessible', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [{'indices': [31, 39], 'text': 'FIF2015'}], 'symbols': [], 'user_mentions': [{'id': 120176950, 'name': 'Treasury Department', 'indices': [7, 18], 'id_str': '120176950', 'screen_name': 'USTreasury'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 671761064254504960, 'contributors': None}",True,False,False,Dan Schulman,0
19,785240803,785240803,debbieblox,,Founder and CEO of @GoldieBlox,http://t.co/In8VLT8EYN,12428,288,274,Mon Aug 27 18:38:13 +0000 2012,765,False,712,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 4, 'id_str': '981400523344695299', 'in_reply_to_screen_name': None, 'favorite_count': 21, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Wed Apr 04 05:18:12 +0000 2018', 'is_quote_status': False, 'text': ""I'd trade in my right to bear arms for a right to go to work and school without worrying about risking my life. #youtubeshooting #neveragain"", 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [{'indices': [112, 128], 'text': 'youtubeshooting'}, {'indices': [129, 140], 'text': 'neveragain'}], 'symbols': [], 'user_mentions': []}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 981400523344695299, 'contributors': None}",True,False,False,Debra Sterling,0
20,813132084,813132084,AndyFouche,"New York, NY","VP, Influencer Marketing at philosophy (COTY, Inc.). Advisor to the CEO @joinwonder. 
@magicleap @nike @microsoft @starbucks; @tamu @utaustin",,1215,425,54,Sun Sep 09 13:30:28 +0000 2012,1383,False,581,en,"{'in_reply_to_status_id_str': '980876978789199873', 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '980877751879110656', 'in_reply_to_screen_name': 'stevekovach', 'favorite_count': 0, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Mon Apr 02 18:40:54 +0000 2018', 'is_quote_status': False, 'text': ""@stevekovach Don't worry, man, he's got this. The economy is going to be great, believe him."", 'in_reply_to_status_id': 980876978789199873, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 17198424, 'name': 'Steve Kovach', 'indices': [0, 12], 'id_str': '17198424', 'screen_name': 'stevekovach'}]}, 'in_reply_to_user_id_str': '17198424', 'in_reply_to_user_id': 17198424, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 980877751879110656, 'contributors': None}",False,False,False,Andy Fouché,0
21,904824702,904824702,KirillTatarinov,"Fort Lauderdale, FL",,,20558,118,180,Thu Oct 25 22:53:00 +0000 2012,9,True,631,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 2669, 'id_str': '981546021141573632', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Wed Apr 04 14:56:22 +0000 2018', 'is_quote_status': False, 'text': 'RT @BillGates: “Factfulness,” by the late Hans Rosling, is one of the best books I’ve read in a long time. It’s a great guide to thinking c…', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 50393960, 'name': 'Bill Gates', 'indices': [3, 13], 'id_str': '50393960', 'screen_name': 'BillGates'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 2669, 'id_str': '981532669358911488', 'in_reply_to_screen_name': None, 'favorite_count': 11859, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Wed Apr 04 14:03:19 +0000 2018', 'is_quote_status': False, 'text': '“Factfulness,” by the late Hans Rosling, is one of the best books I’ve read in a long time. It’s a great guide to t… https://t.co/jYzlliP8tz', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/981532669358911488', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/jYzlliP8tz', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 981532669358911488, 'contributors': None}, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 981546021141573632, 'lang': 'en'}",False,False,False,Kirill Tatarinov,0
22,1111940934,1111940934,davidplouffe,,"President, CZI Policy and Advocacy. Board member, Uber, Rubicon Global and Obama Foundation. Husband, father, Philly sports fan",https://t.co/AWc0TR970p,185655,650,2530,Tue Jan 22 16:17:54 +0000 2013,46,True,1397,en,"{'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 40, 'id_str': '981555822646902785', 'in_reply_to_screen_name': None, 'favorite_count': 103, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Wed Apr 04 15:35:19 +0000 2018', 'is_quote_status': False, 'text': 'Strength and grace.  https://t.co/Rj2CE1DFA7', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://www.theatlantic.com/magazine/archive/2018/02/letter-from-birmingham-jail/552461/', 'display_url': 'theatlantic.com/magazine/archi…', 'url': 'https://t.co/Rj2CE1DFA7', 'indices': [21, 44]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'id': 981555822646902785, 'contributors': None}",True,False,False,David Plouffe,0
23,1226378725,1226378725,chemiperes,,,http://t.co/xFyeV10ysr,1626,135,123,Thu Feb 28 00:53:41 +0000 2013,1938,False,1776,en,"{'in_reply_to_status_id_str': None, 'place': {'country_code': 'JP', 'attributes': {}, 'country': 'Japan', 'full_name': 'Kanazawa-shi, Ishikawa', 'id': '694237d7ee8cea33', 'url': 'https://api.twitter.com/1.1/geo/id/694237d7ee8cea33.json', 'name': 'Kanazawa-shi', 'place_type': 'city', 'bounding_box': {'coordinates': [[[136.556974, 36.338161], [136.817258, 36.338161], [136.817258, 36.674093], [136.556974, 36.674093]]], 'type': 'Polygon'}, 'contained_within': []}, 'coordinates': {'coordinates': [136.65, 36.5667], 'type': 'Point'}, 'retweet_count': 0, 'id_str': '982278805917184001', 'in_reply_to_screen_name': None, 'favorite_count': 1, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Fri Apr 06 15:28:11 +0000 2018', 'is_quote_status': False, 'text': 'The beautiful little streets of the #samurai #quarter in #kanazawa where rain drops and snowy… https://t.co/4yPXlXaZCe', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://www.instagram.com/p/BhO-h6Tno3O/', 'display_url': 'instagram.com/p/BhO-h6Tno3O/', 'url': 'https://t.co/4yPXlXaZCe', 'indices': [95, 118]}], 'hashtags': [{'indices': [36, 44], 'text': 'samurai'}, {'indices': [45, 53], 'text': 'quarter'}, {'indices': [57, 66], 'text': 'kanazawa'}], 'symbols': [], 'user_mentions': []}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'geo': {'coordinates': [36.5667, 136.65], 'type': 'Point'}, 'source': '<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', 'id': 982278805917184001, 'contributors': None}",True,False,False,Nechemia J. Peres,0
24,1475495658,1475495658,eriktorenberg,SF / ✈️,Entrepreneur & Investor. Co-founder @Villageglobal & @tokendaily & https://t.co/NnuJs54CGu,https://t.co/5O4LfuioUv,18775,683,540,Sat Jun 01 19:36:52 +0000 2013,19992,False,8173,en,"{'retweeted': False, 'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 8, 'id_str': '982683805868683264', 'in_reply_to_screen_name': None, 'favorite_count': 0, 'contributors': None, 'favorited': False, 'created_at': 'Sat Apr 07 18:17:31 +0000 2018', 'is_quote_status': False, 'text': 'RT @bentossell: If you are building something in crypto or know someone who is - @tokendaily offer project pages w/ auto updates/job posts/…', 'in_reply_to_status_id': None, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 53175441, 'name': 'Ben Tossell', 'indices': [3, 14], 'id_str': '53175441', 'screen_name': 'bentossell'}, {'id': 950731418321195008, 'name': 'Token Daily', 'indices': [81, 92], 'id_str': '950731418321195008', 'screen_name': 'tokendaily'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': False, 'retweeted_status': {'in_reply_to_status_id_str': None, 'place': None, 'coordinates': None, 'retweet_count': 8, 'id_str': '982668828009050112', 'in_reply_to_screen_name': None, 'favorite_count': 14, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Sat Apr 07 17:18:00 +0000 2018', 'is_quote_status': False, 'text': 'If you are building something in crypto or know someone who is - @tokendaily offer project pages w/ auto updates/jo… https://t.co/UJL6vN7ULD', 'in_reply_to_status_id': None, 'entities': {'urls': [{'expanded_url': 'https://twitter.com/i/web/status/982668828009050112', 'display_url': 'twitter.com/i/web/status/9…', 'url': 'https://t.co/UJL6vN7ULD', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 950731418321195008, 'name': 'Token Daily', 'indices': [65, 76], 'id_str': '950731418321195008', 'screen_name': 'tokendaily'}]}, 'possibly_sensitive': False, 'in_reply_to_user_id_str': None, 'in_reply_to_user_id': None, 'truncated': True, 'geo': None, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'id': 982668828009050112, 'contributors': None}, 'geo': None, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'id': 982683805868683264, 'lang': 'en'}",True,False,False,Erik Tokenberg,0
25,1482581556,1482581556,demishassabis,,"Founder & CEO DeepMind - developers of #AlphaGo, #AlphaZero & Atari DQN. Working on General AI. Trying to understand what is *really* going on in the universe",http://t.co/8B3TFG0hNp,104622,30,2023,Tue Jun 04 15:50:11 +0000 2013,932,True,472,en,"{'in_reply_to_status_id_str': '981936779229061120', 'place': None, 'coordinates': None, 'retweet_count': 0, 'id_str': '981937057223278593', 'in_reply_to_screen_name': 'KrishnaAnaril', 'favorite_count': 2, 'retweeted': False, 'favorited': False, 'lang': 'en', 'created_at': 'Thu Apr 05 16:50:12 +0000 2018', 'is_quote_status': False, 'text': '@KrishnaAnaril Liverpool', 'in_reply_to_status_id': 981936779229061120, 'entities': {'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'id': 115950722, 'name': 'Krishna Mohan', 'indices': [0, 14], 'id_str': '115950722', 'screen_name': 'KrishnaAnaril'}]}, 'in_reply_to_user_id_str': '115950722', 'in_reply_to_user_id': 115950722, 'truncated': False, 'geo': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'id': 981937057223278593, 'contributors': None}",True,False,True,Demis Hassabis,0
